hit_id,videoLeft,videoRight,friendly,authentic,organized,comfortable,imaginative,interview
3ICOHX7ENDBDB4FWHCS923JAK0OE0S,yUESJPS0wS8.001.mp4,nghDz0el8iI.000.mp4,LEFT,LEFT,RIGHT,RIGHT,DON'T KNOW,LEFT
3P7RGTLO6FDCYH5O5005P48SDJVKA8,cx8IycWgMVs.005.mp4,d_POf1pikX0.003.mp4,LEFT,RIGHT,RIGHT,LEFT,LEFT,LEFT
37PGLWGSJU6R4ZOMHOSI62WBQR0IKA,Bmn4YEhgBDY.000.mp4,RgZTZIf8K8g.002.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3HY86PZXPZIDIT0EDVW9G82KPSUE1V,LmA23EIaXqg.000.mp4,pPtzEnf5afw.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3D42WVSDH9V2EDBDKVNOCDYU8EHFYB,PK0EPT3k4RM.003.mp4,ivcVlDXJCDo.002.mp4,RIGHT,RIGHT,LEFT,RIGHT,RIGHT,RIGHT
3L55D8AUFBXVB1R3TTXN47DRB1PCYX,UMMhvyjgRnM.002.mp4,W7BbL3NZvrU.001.mp4,LEFT,LEFT,LEFT,LEFT,LEFT,LEFT
3SBX2M1TKENJ7VN294AB8NY1KFRQ4V,9UWCHrG5mys.004.mp4,PRplbrM70sg.002.mp4,RIGHT,RIGHT,RIGHT,LEFT,RIGHT,RIGHT
33IXYHIZB6IK7EIAWZWNLRCPHY8E2C,lnawWqnGpMc.002.mp4,hF3yR5rmga8.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
3FHTJGYT8O0EJZF74SXNH75U5OFGPI,jmbAPNTJ3Vk.005.mp4,LsPKxJgefks.003.mp4,RIGHT,DON'T KNOW,DON'T KNOW,LEFT,RIGHT,RIGHT
3VP28W7DUOK2J3LIGHP7QK7WE8LFZ2,EL1Q7x_1a74.005.mp4,FwjoTGcsFNg.001.mp4,RIGHT,RIGHT,RIGHT,RIGHT,LEFT,RIGHT
3EGKVCRQFXSC1WZXFT1STN79TGPYBC,S-jhg6Y5OrE.001.mp4,Oe7ItP7gS4w.001.mp4,LEFT,RIGHT,RIGHT,RIGHT,DON'T KNOW,RIGHT
3G9UA71JVWUZ4V18GCO9EY6PXMQJ7I,A1lbD_OCuj4.002.mp4,rD6NViDdyOU.000.mp4,RIGHT,RIGHT,LEFT,LEFT,LEFT,LEFT
3L55D8AUFBXVB1R3TTXN47DRB1PYCJ,J8YpOUmN_aI.000.mp4,5Wmlo8Z5yVA.003.mp4,LEFT,LEFT,RIGHT,LEFT,LEFT,LEFT
3C8QQOM6JQ12O5642O4JL29QFR5ILD,7Y4cUPFEt-4.001.mp4,8hW6WfYBP18.002.mp4,LEFT,LEFT,RIGHT,RIGHT,LEFT,LEFT
3N5YJ55YXH3D6NQR2DSLHWPW7E0NAG,uRY3aJAaogw.002.mp4,lkeXyB-3Gs0.001.mp4,LEFT,LEFT,LEFT,LEFT,RIGHT,LEFT
3VIVIU06FLCMUNOP205YLFOFFWVIMF,8qesctueAV0.000.mp4,bYXRyimxh7A.003.mp4,LEFT,LEFT,DON'T KNOW,LEFT,LEFT,DON'T KNOW
36QZ6V158ADU19WUGEQYGRBW1G0SU9,OMHlfDF99Mw.002.mp4,HWuh0biZQ_c.002.mp4,LEFT,DON'T KNOW,LEFT,LEFT,DON'T KNOW,LEFT
3XEDXEGFX4OGX476DY3C0YWF4XK0KY,VAZLQqJa9rQ.000.mp4,iQvoDdxt06M.000.mp4,RIGHT,RIGHT,RIGHT,LEFT,LEFT,RIGHT
3N7PQ0KLI6P9SWET0ZAS41HHNC8E3N,PuVy3akfzNI.000.mp4,USicjVA1trA.003.mp4,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT,RIGHT
