VideoName,E,A,C,N,O
GQczMGrVgbc.001.mp4,0.570093457944,0.703296703297,0.640776699029,0.666666666667,0.544444444444
-utrsarZeIY.004.mp4,0.523364485981,0.516483516484,0.436893203883,0.333333333333,0.411111111111
3HA2W1s4oP8.001.mp4,0.401869158879,0.538461538462,0.427184466019,0.510416666667,0.388888888889
hM96SfN5_F4.004.mp4,0.485981308411,0.637362637363,0.359223300971,0.458333333333,0.566666666667
SgzOYog1pH4.003.mp4,0.532710280374,0.527472527473,0.650485436893,0.458333333333,0.477777777778
-IK--4uz5ZY.002.mp4,0.542056074766,0.527472527473,0.660194174757,0.635416666667,0.566666666667
dLltwqkvsNg.001.mp4,0.560747663551,0.703296703297,0.533980582524,0.552083333333,0.566666666667
z_W8_j7CB2A.000.mp4,0.102803738318,0.285714285714,0.174757281553,0.322916666667,0.188888888889
QiPb8vlGDFo.001.mp4,0.420560747664,0.450549450549,0.339805825243,0.416666666667,0.466666666667
m7zdWVDT-34.002.mp4,0.700934579439,0.758241758242,0.825242718447,0.729166666667,0.722222222222
k3iu-fhIkeI.002.mp4,0.439252336449,0.549450549451,0.417475728155,0.322916666667,0.433333333333
9sfpnlBRCl0.000.mp4,0.598130841121,0.615384615385,0.436893203883,0.572916666667,0.555555555556
AjCI_w9Szks.005.mp4,0.214953271028,0.417582417582,0.436893203883,0.385416666667,0.333333333333
51z2rCqPqPE.005.mp4,0.672897196262,0.626373626374,0.718446601942,0.677083333333,0.9
NWlCdMyKlE0.003.mp4,0.719626168224,0.714285714286,0.73786407767,0.677083333333,0.733333333333
7Wr-fwmpRfw.001.mp4,0.532710280374,0.549450549451,0.504854368932,0.53125,0.522222222222
j6d-KRDXnUI.001.mp4,0.495327102804,0.340659340659,0.436893203883,0.447916666667,0.377777777778
kdPRPO3wgg0.000.mp4,0.607476635514,0.747252747253,0.660194174757,0.708333333333,0.7
mq9NNKmKYdk.005.mp4,0.859813084112,0.791208791209,0.708737864078,0.9375,0.766666666667
T4eZ81aJwJI.003.mp4,0.392523364486,0.571428571429,0.582524271845,0.395833333333,0.511111111111
mkWfG-4vvGc.003.mp4,0.626168224299,0.769230769231,0.73786407767,0.75,0.811111111111
uf_sIIw4zxY.005.mp4,0.476635514019,0.593406593407,0.611650485437,0.552083333333,0.588888888889
Pn_LNsSsm58.005.mp4,0.542056074766,0.604395604396,0.466019417476,0.458333333333,0.577777777778
MbufNmC0JL0.004.mp4,0.448598130841,0.483516483516,0.650485436893,0.5,0.588888888889
7wsksuXYoMY.002.mp4,0.635514018692,0.582417582418,0.572815533981,0.614583333333,0.633333333333
mZ2CHgzwDt0.003.mp4,0.710280373832,0.692307692308,0.912621359223,0.791666666667,0.833333333333
BkDdtxDPjJA.001.mp4,0.411214953271,0.527472527473,0.68932038835,0.5625,0.444444444444
fiEEjrKhlNU.002.mp4,0.429906542056,0.516483516484,0.631067961165,0.510416666667,0.588888888889
vYkHHVeNK_M.002.mp4,0.168224299065,0.340659340659,0.194174757282,0.145833333333,0.266666666667
tNPLxKC38Xs.002.mp4,0.579439252336,0.67032967033,0.708737864078,0.75,0.544444444444
vQEZ5KF9I4E.003.mp4,0.308411214953,0.472527472527,0.718446601942,0.510416666667,0.555555555556
N0QizgPLLbs.005.mp4,0.542056074766,0.681318681319,0.640776699029,0.572916666667,0.644444444444
gAWA-fcIa_M.002.mp4,0.542056074766,0.43956043956,0.660194174757,0.458333333333,0.577777777778
0u56Q_QmxIM.002.mp4,0.336448598131,0.56043956044,0.825242718447,0.53125,0.566666666667
VIhStXxpAr0.003.mp4,0.373831775701,0.538461538462,0.31067961165,0.333333333333,0.422222222222
D4TU65xbF4g.002.mp4,0.457943925234,0.736263736264,0.407766990291,0.59375,0.766666666667
300gK3CnzW0.002.mp4,0.411214953271,0.516483516484,0.495145631068,0.520833333333,0.522222222222
atH8mnvu-sE.005.mp4,0.841121495327,0.494505494505,0.660194174757,0.739583333333,0.811111111111
7Y3S4nfQHeo.005.mp4,0.205607476636,0.351648351648,0.436893203883,0.46875,0.466666666667
C8xZ0vhrrFE.000.mp4,0.205607476636,0.318681318681,0.203883495146,0.322916666667,0.455555555556
d8skGb2ycio.003.mp4,0.616822429907,0.648351648352,0.640776699029,0.614583333333,0.555555555556
69BopbFc34U.001.mp4,0.158878504673,0.32967032967,0.233009708738,0.145833333333,0.333333333333
3JzvXA-Zfbs.002.mp4,0.308411214953,0.461538461538,0.330097087379,0.270833333333,0.333333333333
nfN9qJSVank.003.mp4,0.476635514019,0.43956043956,0.650485436893,0.666666666667,0.6
GwKmjEb3qN0.004.mp4,0.411214953271,0.450549450549,0.398058252427,0.447916666667,0.455555555556
FkzVX7SQ9wE.002.mp4,0.542056074766,0.582417582418,0.611650485437,0.604166666667,0.622222222222
rGTn2uaCAT0.004.mp4,0.700934579439,0.758241758242,0.640776699029,0.739583333333,0.888888888889
a4bCX4P_5KI.000.mp4,0.383177570093,0.494505494505,0.650485436893,0.489583333333,0.533333333333
wYZJ2HXfvmQ.005.mp4,0.205607476636,0.307692307692,0.339805825243,0.197916666667,0.377777777778
KahSwziq8F0.001.mp4,0.616822429907,0.769230769231,0.543689320388,0.645833333333,0.722222222222
KahSwziq8F0.003.mp4,0.504672897196,0.395604395604,0.427184466019,0.4375,0.5
Yj36y7ELRZE.004.mp4,0.327102803738,0.395604395604,0.52427184466,0.3125,0.544444444444
bzFTA6kGyA8.002.mp4,0.495327102804,0.604395604396,0.844660194175,0.666666666667,0.633333333333
B77ZCcCMrkM.004.mp4,0.579439252336,0.692307692308,0.68932038835,0.6875,0.788888888889
slE2PWIwzus.002.mp4,0.635514018692,0.747252747253,0.776699029126,0.71875,0.777777777778
Kbcvurfuvhk.002.mp4,0.429906542056,0.626373626374,0.553398058252,0.53125,0.533333333333
3pJZOCtAzYE.001.mp4,0.691588785047,0.67032967033,0.68932038835,0.59375,0.711111111111
RhFPotjd0hM.004.mp4,0.551401869159,0.659340659341,0.68932038835,0.572916666667,0.588888888889
JEualxMkaE4.004.mp4,0.495327102804,0.626373626374,0.514563106796,0.583333333333,0.622222222222
1mHjMNZZvFo.004.mp4,0.588785046729,0.604395604396,0.844660194175,0.8125,0.655555555556
87r3cLkrw4A.002.mp4,0.523364485981,0.505494505495,0.621359223301,0.604166666667,0.611111111111
WyLqK6wzYLU.001.mp4,0.626168224299,0.604395604396,0.553398058252,0.46875,0.722222222222
yFZ3eUD6Pqs.000.mp4,0.570093457944,0.692307692308,0.592233009709,0.666666666667,0.444444444444
T0drx76OLAc.000.mp4,0.514018691589,0.43956043956,0.407766990291,0.479166666667,0.566666666667
184MlJCcboQ.000.mp4,0.626168224299,0.483516483516,0.563106796117,0.510416666667,0.633333333333
Me22JENkhJA.000.mp4,0.271028037383,0.516483516484,0.233009708738,0.322916666667,0.277777777778
54K75EhiTEk.005.mp4,0.392523364486,0.472527472527,0.398058252427,0.489583333333,0.566666666667
r2BoxB3kgYk.001.mp4,0.476635514019,0.428571428571,0.339805825243,0.427083333333,0.644444444444
U3UaF1aFek4.001.mp4,0.616822429907,0.604395604396,0.533980582524,0.604166666667,0.6
TmyDT-HC3qI.002.mp4,0.177570093458,0.21978021978,0.271844660194,0.291666666667,0.588888888889
R_6hhFo7M3o.003.mp4,0.551401869159,0.604395604396,0.73786407767,0.677083333333,0.688888888889
fuKtMm2WR0g.001.mp4,0.457943925234,0.626373626374,0.504854368932,0.416666666667,0.422222222222
4ZlcaXadwlo.001.mp4,0.401869158879,0.505494505495,0.533980582524,0.395833333333,0.455555555556
EA8BEYAZqAA.000.mp4,0.700934579439,0.78021978022,0.766990291262,0.708333333333,0.844444444444
bnM9Ow52x3o.001.mp4,0.598130841121,0.538461538462,0.621359223301,0.604166666667,0.644444444444
NDC375coN1o.005.mp4,0.299065420561,0.472527472527,0.291262135922,0.3125,0.477777777778
OhHg1lyxe4I.002.mp4,0.121495327103,0.230769230769,0.155339805825,0.09375,0.188888888889
KGRUaRe3r7I.001.mp4,0.747663551402,0.934065934066,0.776699029126,0.802083333333,0.844444444444
cBR5cDwwdno.005.mp4,0.654205607477,0.56043956044,0.52427184466,0.5625,0.788888888889
521sm7CTyfg.003.mp4,0.392523364486,0.571428571429,0.504854368932,0.458333333333,0.555555555556
0fMw9o1v2tY.001.mp4,0.345794392523,0.384615384615,0.368932038835,0.40625,0.477777777778
G-25EWOIGNs.004.mp4,0.644859813084,0.637362637363,0.650485436893,0.604166666667,0.633333333333
uMCRfie1lkc.002.mp4,0.18691588785,0.494505494505,0.456310679612,0.302083333333,0.577777777778
kUpkeJDcxaE.000.mp4,0.457943925234,0.571428571429,0.543689320388,0.510416666667,0.577777777778
DWVJXufR7gE.000.mp4,0.551401869159,0.67032967033,0.47572815534,0.78125,0.544444444444
57o4odfqTs8.001.mp4,0.495327102804,0.67032967033,0.611650485437,0.520833333333,0.655555555556
l-WgXcGLdZk.005.mp4,0.570093457944,0.648351648352,0.553398058252,0.677083333333,0.722222222222
8ZHpqRJ39HA.002.mp4,0.570093457944,0.483516483516,0.73786407767,0.489583333333,0.511111111111
rCxlfusNJlY.000.mp4,0.532710280374,0.747252747253,0.766990291262,0.677083333333,0.711111111111
a-nUsP7oETI.005.mp4,0.439252336449,0.461538461538,0.52427184466,0.604166666667,0.577777777778
dRP8ZaAryro.003.mp4,0.598130841121,0.637362637363,0.68932038835,0.6875,0.744444444444
3taD1fEPfC8.003.mp4,0.299065420561,0.252747252747,0.320388349515,0.40625,0.533333333333
K-iwJMxjyx4.003.mp4,0.439252336449,0.593406593407,0.427184466019,0.604166666667,0.555555555556
MT3tOBpG5II.004.mp4,0.457943925234,0.483516483516,0.495145631068,0.53125,0.566666666667
ADa9rkwF2uA.000.mp4,0.700934579439,0.758241758242,0.611650485437,0.71875,0.688888888889
bej-DbxTkWA.003.mp4,0.429906542056,0.758241758242,0.553398058252,0.541666666667,0.522222222222
HWuh0biZQ_c.000.mp4,0.411214953271,0.417582417582,0.427184466019,0.4375,0.6
4VwcU0ROy5k.001.mp4,0.588785046729,0.681318681319,0.631067961165,0.645833333333,0.711111111111
nKLhatlbqEw.002.mp4,0.504672897196,0.626373626374,0.543689320388,0.65625,0.544444444444
5ghk5950BhU.004.mp4,0.523364485981,0.450549450549,0.514563106796,0.53125,0.511111111111
Q2AI4XpApFs.005.mp4,0.504672897196,0.582417582418,0.728155339806,0.572916666667,0.577777777778
lnawWqnGpMc.002.mp4,0.355140186916,0.406593406593,0.47572815534,0.385416666667,0.488888888889
5Ku4_r_Yxsk.001.mp4,0.588785046729,0.417582417582,0.728155339806,0.645833333333,0.7
Ps55vHez10c.000.mp4,0.663551401869,0.56043956044,0.601941747573,0.739583333333,0.7
fkDqn2muw-A.002.mp4,0.672897196262,0.747252747253,0.669902912621,0.6875,0.777777777778
LCafv-LfC3Y.004.mp4,0.607476635514,0.571428571429,0.679611650485,0.583333333333,0.633333333333
HPEemWelY1E.002.mp4,0.728971962617,0.736263736264,0.640776699029,0.75,0.844444444444
dS2XOB8kmr4.001.mp4,0.495327102804,0.472527472527,0.47572815534,0.479166666667,0.666666666667
gChqk1izWkc.002.mp4,0.551401869159,0.483516483516,0.407766990291,0.447916666667,0.566666666667
5xA8-Y5qgT0.001.mp4,0.467289719626,0.461538461538,0.504854368932,0.40625,0.655555555556
E3z1D7CKoOA.003.mp4,0.401869158879,0.703296703297,0.592233009709,0.510416666667,0.466666666667
ouYYWCY__5A.001.mp4,0.560747663551,0.637362637363,0.514563106796,0.625,0.711111111111
uf_sIIw4zxY.001.mp4,0.551401869159,0.637362637363,0.728155339806,0.552083333333,0.677777777778
1fsFL_qNYlQ.001.mp4,0.523364485981,0.549450549451,0.650485436893,0.479166666667,0.566666666667
ga_XczsO4eY.001.mp4,0.457943925234,0.527472527473,0.398058252427,0.520833333333,0.4
Q43qO4HC6mA.000.mp4,0.448598130841,0.461538461538,0.417475728155,0.5,0.511111111111
MuYYY3XaJ7Q.005.mp4,0.803738317757,0.78021978022,0.718446601942,0.833333333333,0.888888888889
jZDlFzVUZwY.005.mp4,0.626168224299,0.56043956044,0.563106796117,0.65625,0.577777777778
xHsh2Rg5ANU.000.mp4,0.271028037383,0.483516483516,0.291262135922,0.291666666667,0.344444444444
PHv6CzBIC5E.002.mp4,0.11214953271,0.307692307692,0.349514563107,0.15625,0.255555555556
bJktioZ5Yxk.003.mp4,0.607476635514,0.626373626374,0.757281553398,0.645833333333,0.911111111111
YzcZY1mUZfc.002.mp4,0.794392523364,0.758241758242,0.572815533981,0.729166666667,0.744444444444
wYixHjntI-4.004.mp4,0.579439252336,0.626373626374,0.621359223301,0.53125,0.588888888889
JoQRNgGQCgY.003.mp4,0.635514018692,0.43956043956,0.650485436893,0.552083333333,0.7
Vj-Cmtqv_qY.001.mp4,0.523364485981,0.450549450549,0.572815533981,0.583333333333,0.722222222222
7rZF73nDGEY.003.mp4,0.411214953271,0.351648351648,0.368932038835,0.385416666667,0.455555555556
QipgesEKSNA.002.mp4,0.747663551402,0.637362637363,0.533980582524,0.697916666667,0.566666666667
0hWbtuRVUgM.001.mp4,0.542056074766,0.747252747253,0.601941747573,0.614583333333,0.711111111111
Wa-HX5jP3ew.002.mp4,0.158878504673,0.384615384615,0.31067961165,0.197916666667,0.255555555556
VtYPH6UsVnU.001.mp4,0.317757009346,0.571428571429,0.553398058252,0.427083333333,0.422222222222
TNjEJGdqmH0.005.mp4,0.570093457944,0.648351648352,0.543689320388,0.614583333333,0.555555555556
ZIk7N-xHvF4.002.mp4,0.0841121495327,0.153846153846,0.0873786407767,0.0416666666667,0.444444444444
cNXnowQb7rs.002.mp4,0.411214953271,0.417582417582,0.378640776699,0.479166666667,0.544444444444
bmj4khBLUOs.001.mp4,0.542056074766,0.494505494505,0.592233009709,0.635416666667,0.577777777778
1YsZ4GPpyBA.005.mp4,0.373831775701,0.538461538462,0.669902912621,0.520833333333,0.7
xrxAyO8pKUo.003.mp4,0.794392523364,0.802197802198,0.805825242718,0.854166666667,0.866666666667
mhvkJjOAjYI.004.mp4,0.616822429907,0.67032967033,0.669902912621,0.5625,0.7
PQBGDxYGaXU.001.mp4,0.401869158879,0.461538461538,0.456310679612,0.5,0.833333333333
FrOxqNe6sAU.000.mp4,0.383177570093,0.571428571429,0.815533980583,0.552083333333,0.533333333333
ana5C73n9bY.002.mp4,0.485981308411,0.538461538462,0.592233009709,0.541666666667,0.622222222222
bLrrDM1Opu0.001.mp4,0.457943925234,0.395604395604,0.611650485437,0.489583333333,0.466666666667
38fE5B4ghw0.000.mp4,0.457943925234,0.43956043956,0.485436893204,0.520833333333,0.677777777778
LKqO2BhfAvM.002.mp4,0.308411214953,0.307692307692,0.52427184466,0.333333333333,0.377777777778
TwWDFpN3occ.001.mp4,0.542056074766,0.714285714286,0.582524271845,0.770833333333,0.611111111111
oC-qxnrmJws.005.mp4,0.719626168224,0.615384615385,0.582524271845,0.791666666667,0.744444444444
4XdZDodpzac.000.mp4,0.392523364486,0.593406593407,0.572815533981,0.447916666667,0.377777777778
VUgKH9DIs-8.003.mp4,0.18691588785,0.285714285714,0.21359223301,0.229166666667,0.233333333333
HP8f3oqJwz0.003.mp4,0.588785046729,0.626373626374,0.514563106796,0.510416666667,0.633333333333
lLKwlPLdYig.000.mp4,0.336448598131,0.472527472527,0.31067961165,0.395833333333,0.277777777778
TUaOp5eIU2c.000.mp4,0.271028037383,0.549450549451,0.611650485437,0.458333333333,0.477777777778
Q0C0OU-j4DA.004.mp4,0.383177570093,0.351648351648,0.320388349515,0.427083333333,0.7
knK0zyX8bS4.004.mp4,0.457943925234,0.615384615385,0.495145631068,0.5625,0.733333333333
9XvDnTa0Z1M.003.mp4,0.411214953271,0.505494505495,0.436893203883,0.458333333333,0.477777777778
